longitude,latitude,population,median_income,median_house_value
-119.74,36.71,5034,2.1905,61800
-119.76,36.71,1530,1.5611,44400
-119.76,36.72,1035,2.875,60600
-119.75,36.71,1543,1.4577,49800
-119.74,36.73,1056,2.3269,50800
-119.74,36.72,2863,2.1304,58500
-119.75,36.72,4179,1.3343,60800
-119.76,36.73,854,1.8723,52600
-119.76,36.73,1449,1.4419,45500
-119.75,36.73,1685,1.6325,52100
-119.74,36.73,946,2.0536,50000
-119.69,36.75,965,4.7463,93100
-119.67,36.74,1365,2.7813,120300
-119.69,36.74,1563,1.5449,62500
-119.69,36.75,1347,4.0027,93100
-119.67,36.73,1219,4.9196,117900
-119.69,36.73,1005,7.2211,171700
-119.69,36.74,911,3.5128,121600
-119.69,36.71,249,4.4583,108300
-119.67,36.72,453,2.6875,153800
-119.73,36.73,1587,1.4007,225000
-119.72,36.73,1116,1.4646,65900
-119.72,36.72,766,6.8162,127200
-119.73,36.72,1660,0.6991,89500
-119.73,36.73,678,2.2437,54200
-119.71,36.73,1586,5.2608,151400
-119.72,36.71,1350,3.0179,91600
-119.73,36.72,1190,2.0294,70400
-119.73,36.68,681,1.7986,49300
-119.69,36.69,836,2.1563,88300
-119.76,36.68,836,1.8355,74200
-119.67,36.65,1464,3.9211,92300
-119.63,36.64,620,3.4107,110400
-119.65,36.62,1344,1.6607,58000
-119.68,36.63,638,3.0139,65300
-119.74,36.65,1257,2.9013,89500
-119.68,36.62,616,1.6602,61200
-119.73,36.62,1026,3.5781,92800
-119.73,36.59,1058,3.3438,92600
-119.8,36.68,1326,2.1691,66700
-119.78,36.65,706,2.77,68400
-119.82,36.64,1008,2.2466,96000
-119.8,36.65,1184,1.7692,74200
-119.89,36.73,302,2.6146,81300
-119.87,36.72,984,2.0658,67900
-119.89,36.7,867,2.5809,78300
-119.85,36.74,537,3.5375,96700
-119.84,36.77,1397,1.4817,72000
-119.83,36.76,1738,1.976,67300
-119.82,36.75,741,2.0781,48800
-119.84,36.75,774,1.575,57100
-119.83,36.75,607,1.3929,55600
-119.81,36.76,834,2.9306,67900
-119.81,36.76,1284,2.2029,54200
-119.81,36.75,855,1.7636,55100
-119.82,36.76,1107,1.8971,66900
-119.82,36.76,924,1.4028,68500
-119.8,36.76,764,1.6429,69200
-119.8,36.75,1156,1.7298,58400
-119.81,36.76,1049,2.4375,57100
-119.8,36.76,832,2.3952,78400
-119.79,36.76,635,1.175,56100
-119.79,36.75,530,1,45000
-119.8,36.75,1368,1.5273,59000
-119.79,36.76,1361,2.1055,61300
-119.78,36.76,949,1.7344,51300
-119.78,36.75,982,1.2937,52000
-119.78,36.75,1925,1.4635,46600
-119.78,36.76,1063,1.75,49800
-119.76,36.76,3786,1.4766,50600
-119.76,36.75,1407,2.19,53400
-119.76,36.75,1567,1.2545,45500
-119.77,36.76,2219,1.2101,49100
-119.77,36.76,781,1.869,56000
-119.77,36.76,1492,1.5174,54600
-119.76,36.75,1676,1.6548,49400
-119.76,36.74,1194,1.3029,69100
-119.77,36.74,811,1.8667,62800
-119.77,36.74,729,3.3125,70100
-119.77,36.75,1680,1.7083,48300
-119.76,36.75,2031,1.8641,50800
-119.74,36.75,1042,2.9545,59600
-119.74,36.74,4749,1.2065,55600
-119.75,36.74,1098,1.8958,51300
-119.75,36.75,852,1.9955,54200
-119.75,36.75,1290,2.5111,55400
-119.74,36.76,1621,1.7994,58700
-119.74,36.76,842,1.4766,52800
-119.75,36.76,1887,1.4107,59800
-119.75,36.76,2002,1.3278,44500
-119.72,36.76,3573,2.3006,69000
-119.72,36.75,2190,2.6611,74700
-119.73,36.76,886,3.1,71300
-119.72,36.75,869,3.9514,86900
-119.73,36.74,5561,1.6073,64700
-119.73,36.75,901,3.1719,67900
-119.7,36.75,1819,2.4956,87500
-119.71,36.74,4476,2.4728,88300
-119.71,36.76,1392,2.3108,72000
-119.7,36.8,888,3.8088,87700
-119.71,36.79,966,3.6681,82000
-119.71,36.77,2487,2.1461,75900
-119.73,36.8,1197,3.1417,74600
-119.72,36.8,1338,2.1653,78800
-119.72,36.8,1340,3.1953,85700
-119.71,36.8,1259,3.9338,84700
-119.71,36.8,861,3.25,81400
-119.71,36.81,662,2.0536,55000
-119.7,36.8,1186,2.6932,66400
-119.71,36.8,646,3,72800
-119.72,36.8,1047,2.625,71500
-119.73,36.8,781,3.7578,69200
-119.72,36.81,1194,2.6767,87500
-119.73,36.77,2362,2.9406,73000
-119.74,36.77,1375,2.5737,76900
-119.75,36.77,1005,2.6726,70400
-119.75,36.78,474,2.4405,74300
-119.75,36.78,508,2.3333,81300
-119.74,36.78,2254,2.2467,70700
-119.76,36.77,1227,2.785,72300
-119.76,36.77,2142,2.1439,60200
-119.77,36.77,1441,2.0564,64700
-119.77,36.78,1994,2.5434,67300
-119.77,36.78,609,1.9375,67700
-119.77,36.77,2669,1.2176,61900
-119.78,36.77,666,2.3562,58100
-119.78,36.78,1143,1.9784,70700
-119.79,36.77,1000,2.0357,60200
-119.8,36.77,1114,3.8105,87600
-119.8,36.78,737,2.2614,73000
-119.79,36.78,1129,2.319,59100
-119.79,36.77,1144,2.3967,58700
-119.81,36.78,839,3.5972,89900
-119.81,36.77,705,3.15,72200
-119.81,36.77,741,2.5804,78900
-119.81,36.77,890,3.4265,85000
-119.81,36.78,796,3.625,83400
-119.82,36.78,812,2.6127,69600
-119.82,36.77,646,3.0568,71300
-119.82,36.77,1117,2.9081,65600
-119.83,36.77,1705,2.4286,68100
-119.83,36.77,1190,2.625,71600
-119.83,36.78,1660,2.8359,80300
-119.87,36.79,1718,3.6522,80200
-119.87,36.79,1014,3.0938,76700
-119.89,36.79,2179,3.7821,80400
-119.87,36.78,3406,3.4213,84500
-119.85,36.78,1454,2.7857,79700
-119.86,36.78,1274,2.9853,74700
-119.85,36.77,620,2.0446,81300
-119.85,36.77,847,2.9315,83200
-119.85,36.76,845,1.8214,80100
-119.85,36.75,608,2.8194,81100
-119.87,36.76,919,2.875,74500
-119.9,36.79,1066,3.3125,106100
-119.89,36.76,1152,4.1719,126400
-119.92,36.77,702,3.6204,119800
-120.08,36.79,928,2.9808,89600
-120.21,36.77,1093,2.3194,90600
-120.1,36.66,1341,1.7,69000
-119.98,36.74,896,3.4861,112500
-120,36.7,1168,2.6852,70800
-120.04,36.74,2298,1.6168,71800
-120.05,36.72,1559,1.8299,57800
-120.08,36.72,820,3.6,83200
-120.06,36.72,736,1.8,60400
-120.07,36.74,1295,3.087,88200
-119.95,36.8,620,3.4297,112500
-119.99,36.8,598,3.2813,105400
-120.02,36.8,1050,2.1618,55300
-120.04,36.79,671,2.7917,82800
-119.91,36.83,1072,3.8056,165400
-119.88,36.81,1435,1.3221,61200
-119.88,36.85,1111,7.5,256200
-119.87,36.83,2088,5.1781,122500
-119.85,36.83,1080,6.7181,160300
-119.85,36.83,1101,4.8036,141600
-119.86,36.82,675,4.7622,89300
-119.85,36.82,1691,3.3239,91300
-119.85,36.82,638,5.5842,88900
-119.85,36.82,887,5.5405,119300
-119.88,36.83,1730,4.2132,96500
-119.86,36.81,1804,3.3942,72100
-119.87,36.81,969,4.6726,107800
-119.85,36.81,1011,3.755,68000
-119.85,36.8,1031,3.6563,88800
-119.85,36.8,2300,2.9565,73000
-119.86,36.8,1196,2.5595,67900
-119.84,36.85,1424,10.5144,345900
-119.85,36.84,840,8.9669,213900
-119.84,36.84,863,8.7716,229200
-119.84,36.83,700,6.8645,195900
-119.83,36.83,1128,6.9903,141200
-119.82,36.83,1408,5.3241,123000
-119.84,36.83,987,7.4201,229700
-119.82,36.83,1016,6.1175,144700
-119.84,36.82,996,5.5357,167700
-119.83,36.82,365,7.2909,155600
-119.82,36.82,752,5.2809,151500
-119.82,36.81,1149,5.0698,150900
-119.84,36.81,937,7.7062,188300
-119.78,36.86,1200,8.3608,187300
-119.77,36.86,1843,8.2737,193500
-119.77,36.85,711,5.9897,123600
-119.77,36.84,848,5.3886,125300
-119.77,36.84,891,3.2569,124400
-119.78,36.84,2014,3.2147,111900
-119.78,36.85,292,2.8274,79500
-119.78,36.86,1604,4.2071,128300
-119.79,36.85,1765,1.9511,54000
-119.79,36.84,1543,1.7926,51700
-119.8,36.86,2733,3.7656,145000
-119.81,36.85,1174,4.2304,94400
-119.82,36.84,1077,5.4868,158800
-119.82,36.84,860,3.3229,119300
-119.81,36.83,2325,4.049,126000
-119.81,36.83,2712,5.6445,135500
-119.78,36.83,1328,2.3667,69300
-119.79,36.82,1215,3.2143,93000
-119.8,36.83,709,4.3315,95800
-119.79,36.83,1232,2.2215,72200
-119.79,36.82,1852,3.4167,105200
-119.78,36.82,1929,1.7708,53500
-119.8,36.82,2010,3.4542,121200
-119.81,36.81,1324,5.4513,143300
-119.8,36.8,725,6.3359,169300
-119.81,36.8,777,6.1575,160100
-119.83,36.8,1586,3.8571,90100
-119.82,36.8,528,2.9471,99500
-119.81,36.8,1242,3.5958,88800
-119.83,36.8,3407,3.125,80800
-119.84,36.8,1508,3.4074,72700
-119.84,36.8,1463,2.0469,66900
-119.83,36.79,1054,3.3272,65600
-119.83,36.78,933,2.5223,66200
-119.84,36.78,2764,1.3385,58800
-119.84,36.79,1820,3.3447,71400
-119.83,36.79,2098,1.9575,67000
-119.81,36.78,633,2.0324,55500
-119.81,36.78,660,3,79700
-119.82,36.78,761,2.6055,69200
-119.82,36.79,709,2.6522,65900
-119.82,36.79,3415,1.6854,64700
-119.81,36.79,954,2.9506,73800
-119.79,36.79,1806,1.9386,67500
-119.79,36.78,1131,2.03,58800
-119.8,36.78,874,3.5542,96500
-119.81,36.79,1118,2.4167,71900
-119.8,36.79,471,5.187,153800
-119.79,36.81,1155,3.069,69600
-119.78,36.8,1243,1.8514,66500
-119.79,36.8,852,3.32,124700
-119.79,36.81,494,4.25,132200
-119.77,36.79,1141,3.2642,89600
-119.78,36.78,959,2.3293,73400
-119.79,36.79,909,2.256,64500
-119.79,36.79,960,1.5122,47500
-119.78,36.79,966,2.9301,68300
-119.76,36.79,1976,2.1544,72800
-119.76,36.78,2768,2.1383,78800
-119.77,36.79,1076,2.9937,81100
-119.76,36.79,1261,3.3281,75100
-119.74,36.79,1614,2.1573,71400
-119.75,36.78,1981,2.293,71700
-119.76,36.8,1781,2.5893,70900
-119.77,36.8,1507,2.9244,84600
-119.78,36.8,1938,2.8994,66000
-119.76,36.8,2795,2.2094,83700
-119.77,36.8,1827,2.7222,83100
-119.74,36.8,5466,2.4678,74300
-119.75,36.8,1257,2.3333,90600
-119.75,36.8,1894,2.197,74500
-119.76,36.81,4638,1.2716,69400
-119.77,36.81,661,3.4279,84700
-119.76,36.82,3056,2.3375,99300
-119.77,36.81,663,3.567,85500
-119.78,36.82,2133,3.625,89500
-119.78,36.83,1817,4.2153,95200
-119.76,36.83,1234,4.5179,99600
-119.76,36.83,1360,5.2595,110900
-119.77,36.83,1378,4.7804,101100
-119.77,36.83,1034,5.0635,108500
-119.76,36.83,1888,4.0196,84200
-119.75,36.83,1411,4.9292,109400
-119.74,36.83,2235,4.1098,108200
-119.77,36.91,2878,5.3272,174200
-119.75,36.87,5226,5.0941,143700
-119.74,36.85,4432,3.9032,140800
-119.7,36.94,649,2.4861,86300
-119.71,36.88,992,6.9405,165200
-119.69,36.86,786,4,164600
-119.69,36.85,1081,4.5398,143100
-119.67,36.89,1280,5.308,167500
-119.7,36.83,1885,2.5904,71400
-119.7,36.82,1482,2.3173,68200
-119.7,36.81,1570,2.7159,68000
-119.71,36.83,623,1.8061,113400
-119.71,36.83,1228,3.5078,109000
-119.73,36.83,1959,5.3478,138800
-119.73,36.83,1584,5.0828,111400
-119.71,36.82,1320,2.3381,112500
-119.71,36.81,1034,1.6618,69700
-119.71,36.81,557,1.7969,72800
-119.72,36.81,780,2.9453,72200
-119.73,36.81,994,2.7778,79700
-119.72,36.82,1054,1.9483,112500
-119.72,36.82,550,2.2639,52500
-119.69,36.83,1040,3.9943,100200
-119.69,36.83,475,4.9327,89500
-119.69,36.83,726,1.4913,54600
-119.69,36.83,898,3.1814,78900
-119.67,36.83,1003,4.4356,111300
-119.67,36.83,1024,5.0864,113700
-119.68,36.83,1110,6.1133,120000
-119.67,36.82,1133,4.5577,123300
-119.67,36.81,622,4.9432,114400
-119.68,36.81,1356,5.0253,106200
-119.69,36.82,1207,1.8021,55900
-119.69,36.82,1687,4.81,93600
-119.68,36.81,1536,3.9792,88900
-119.69,36.81,994,2.5446,93800
-119.69,36.81,1634,4.4934,88000
-119.68,36.8,1748,4.2066,88400
-119.69,36.8,1306,3.2813,68700
-119.67,36.8,1632,6.011,163100
-119.69,36.79,993,3.7697,83600
-119.68,36.79,1010,3.5417,71300
-119.69,36.79,1207,2.7404,76300
-119.69,36.77,1720,2.6875,60600
-119.69,36.79,1490,4.0993,83000
-119.68,36.77,583,6.0132,150800
-119.64,36.85,1258,4.9904,157300
-119.64,36.82,2085,5.6739,173800
-119.63,36.79,517,4.526,148700
-119.63,36.76,1795,4.925,154700
-119.63,36.7,617,3.0833,133300
-119.53,36.78,1372,4.5625,136900
-119.58,36.83,2473,5.4895,156700
-119.58,36.77,1760,4.0227,126500
-119.59,36.72,621,4.5375,130600
-119.5,36.74,531,4.5938,106900
-119.57,36.72,1248,3.6161,99500
-119.56,36.71,1208,2.5741,73000
-119.56,36.71,1173,2.181,59900
-119.57,36.71,958,2.6458,84800
-119.57,36.7,899,2.6823,72900
-119.56,36.7,1135,2.1182,58900
-119.55,36.7,1371,2.3687,63900
-119.57,36.7,1248,3.1442,72300
-119.57,36.7,974,3.7261,83900
-119.58,36.69,812,1.9766,58100
-119.55,36.69,1519,1.7132,55900
-119.54,36.7,1665,2.2448,58900
-119.55,36.71,2052,1.9076,55800
-119.55,36.72,1135,2.1515,63900
-119.52,36.71,1120,2.59,69300
-119.47,36.69,1578,3.2917,160100
-119.41,36.68,945,3.4044,115300
-119.43,36.63,904,3.625,107600
-119.39,36.64,578,2.3618,80000
-119.4,36.59,977,3.5074,93800
-119.49,37.1,1564,2.3359,92400
-119.61,36.94,315,4.2679,151800
-119.57,37.02,2140,3.332,111800
-119.48,37,1467,3.1736,111800
-119.46,36.91,1184,3.9141,123900
-119.33,36.89,755,2,83300
-119.21,37.25,335,4.1838,85600
-118.94,37.13,1006,4.1563,94000
-119.4,37.09,773,3.3269,102700
-119.34,37.12,64,3.875,125000
-119.28,37.11,171,3.0729,144600
-119.32,37.06,276,5.1314,179200
-118.91,36.79,187,3.7857,78600
-119.24,36.8,975,2.6902,94400
-119.25,36.71,1385,2.2202,100000
-119.12,36.69,1905,2.2278,90500
-119.34,36.62,1148,2.6058,92200
-119.31,36.63,1834,1.6486,55200
-119.31,36.62,1544,1.7292,52000
-119.32,36.62,1070,1.5642,51500
-119.31,36.62,947,1.4481,51700
-119.43,36.61,1296,2.4219,65800
-119.44,36.6,2505,2.2863,69200
-119.44,36.6,579,2.0417,72500
-119.45,36.6,247,2.5,73000
-119.46,36.61,719,3.625,108300
-119.45,36.61,693,3.7917,90500
-119.44,36.61,775,3.9073,91600
-119.43,36.59,1266,1.767,63300
-119.44,36.59,761,2.825,67600
-119.45,36.6,1430,1.8975,60900
-119.44,36.59,1331,1.516,56700
-119.46,36.6,754,3.9844,118100
-119.45,36.59,1171,1.6875,66100
-119.44,36.58,879,2.5234,63500
-119.45,36.58,753,3.7813,87300
-119.45,36.59,572,3.825,84200
-119.55,36.6,1638,2.309,57100
-119.54,36.61,1474,1.4937,54700
-119.55,36.61,3535,1.586,56900
-119.5,36.62,1018,2.2206,63400
-119.49,36.58,867,1.9913,95300
-119.52,36.61,1065,1.8958,55100
-119.53,36.61,730,1.5625,55800
-119.6,36.66,1056,1.6094,55200
-119.59,36.64,798,3.0521,113800
-119.53,36.65,1056,2.5562,93200
-119.63,36.6,1102,1.9676,62400
-119.62,36.58,1652,2.6858,62400
-119.59,36.57,911,3.5987,131700
-119.6,36.58,919,2.8287,73100
-119.61,36.58,788,2.6974,73000
-119.62,36.59,1330,4.0197,88000
-119.61,36.59,1443,2.2727,92700
-119.6,36.57,1347,2.5556,69700
-119.6,36.57,1205,1.8333,68300
-119.61,36.57,1359,1.5833,65100
-119.63,36.58,1127,1.2647,55300
-119.6,36.56,737,1.4415,54400
-119.64,36.56,363,2.0658,92500
-119.61,36.56,1886,1.625,53000
-119.62,36.56,1467,1.8878,51600
-119.53,36.55,1041,3.2917,111500
-119.54,36.52,1106,4.2045,120900
-119.55,36.51,971,2.2132,76600
-119.56,36.51,663,1.6635,67000
-119.56,36.51,2157,2.5033,70100
-119.55,36.52,1042,3.0294,70200
-119.56,36.53,1670,3.2019,95700
-119.73,36.56,1038,3.0469,82700
-119.67,36.57,868,2.1908,110000
-119.65,36.51,966,3.1333,100000
-119.59,36.52,674,3.3214,101600
-119.73,36.52,1466,2.5921,94200
-119.77,36.44,802,3.2083,75000
-119.69,36.46,914,2.8125,79200
-119.69,36.43,1278,1.7813,57900
-119.87,36.54,818,2.4044,72500
-119.79,36.55,999,2.0216,76800
-119.81,36.51,767,2.7321,83600
-119.84,36.54,702,2.4375,78200
-119.83,36.54,979,2.5208,60000
-119.89,36.64,716,2.975,90000
-119.97,36.57,1425,2.0313,69400
-119.9,36.58,1319,2.4814,74600
-119.81,36.6,1291,2.4006,76400
-119.86,36.45,1416,2.4474,75600
-119.86,36.43,683,1.7176,58400
-119.85,36.43,1146,2.8913,60900
-119.97,36.44,772,2.1771,39200
-120.08,36.34,2030,2.1153,112500
-120.1,36.16,715,2.3295,55000
-120.1,36.21,1708,1.5086,64700
-120.09,36.19,2809,1.4191,55100
-120.27,36.29,1376,2.4398,87500
-120.43,36.18,218,2.1458,104200
-120.37,36.16,310,3.0658,65000
-120.36,36.14,622,1.8264,62000
-120.38,36.15,1200,2.7461,70000
-120.37,36.13,1335,3.2639,86400
-120.37,36.15,868,4.381,86300
-120.35,36.16,846,2.7792,85300
-120.35,36.14,1484,1.7075,60400
-120.36,36.13,1306,3.0134,55500
-120.31,36.65,514,2.25,76600
-120.25,36.65,744,2.4937,66000
-120.18,36.59,613,2.3026,90600
-120.19,36.61,1408,2.293,57200
-120.19,36.6,931,1.5536,58300
-120.22,36.49,1679,2.4786,56000
-120.41,36.77,1180,1.947,68900
-120.67,36.72,996,2.5,112500
-120.51,36.55,1274,1.9417,38800
-120.39,36.78,2104,1.7184,55200
-120.38,36.75,1745,1.9056,60000
-120.38,36.76,941,1.8125,58000
-120.38,36.76,1043,1.4038,54300
-120.46,36.87,954,1.3386,63000
-120.45,36.86,539,2.3523,66000
-120.44,36.84,883,2.8182,90500
-120.45,36.85,1681,2.1759,58100
-120.51,36.86,1446,2.4414,71900
-120.55,36.97,1084,2.3295,74400
-120.69,36.84,771,2.2083,55000
-119.55,36.51,26,4.125,67500
-119.54,36.51,28,4.625,162500
-122.2,39.75,1616,2.0192,63700
-122.18,39.75,1885,1.6948,67500
-122.16,39.74,337,3.0469,85000
-122.19,39.74,2111,2.3507,65600
-122.25,39.79,1104,3.0469,72200
-122.16,39.78,562,2.325,69600
-122.13,39.74,668,2.2569,94300
-122.18,39.7,836,3.35,85400
-122.23,39.75,1031,1.9375,73100
-122.74,39.71,85,1.6607,14999
-122.38,39.68,510,2.3851,67500
-122.14,39.65,190,3.6429,87500
-122.18,39.55,673,3.25,81600
-122.53,39.5,658,2.4861,71900
-122.19,39.53,1287,2.165,58700
-122.2,39.53,1647,2.3566,71000
-122.23,39.53,1237,1.3708,125000
-122.22,39.51,555,2.1,66900
-122.2,39.52,1181,2.0625,63400
-122.2,39.51,1060,2.8333,69700
-122.19,39.5,261,2.1705,53000
-122.04,39.72,1443,2.5625,70000
-122.05,39.6,958,2.8466,95300
-122.1,39.47,512,2.4917,77100
-121.94,39.45,535,1.832,70500
-122.01,39.74,1856,2.1746,58700
-124.17,40.8,392,0.957,60000
-124.16,40.8,1150,1.7308,80500
-124.16,40.79,591,1.7778,76900
-124.17,40.8,891,1.585,75500
-124.17,40.8,758,1.8529,62500
-124.16,40.79,975,2.2566,92700
-124.16,40.78,837,2.5417,85400
-124.17,40.78,731,1.6369,68300
-124.19,40.78,640,1.8242,70000
-124.18,40.79,883,1.745,70500
-124.18,40.79,788,1.4668,64600
-124.17,40.79,1169,1.9688,70500
-124.16,40.78,932,2.9038,82000
-124.16,40.77,1053,2.8529,85600
-124.17,40.77,990,2.2227,81300
-124.18,40.78,867,2.5536,70200
-124.18,40.78,656,2.5096,72200
-124.18,40.78,950,2.1607,67000
-124.17,40.75,951,4.8516,116100
-124.17,40.76,992,2.8056,82800
-124.19,40.77,1367,2.442,69000
-124.15,40.81,235,1.75,67500
-124.14,40.8,872,2.5,72600
-124.15,40.8,765,1.755,74100
-124.16,40.8,908,1.6111,74700
-124.16,40.8,952,1.1386,74100
-124.14,40.79,873,2.4896,81000
-124.15,40.78,911,3.1711,104200
-124.16,40.78,791,3.8,81800
-124.16,40.79,1206,2.1135,90600
-124.15,40.79,1263,3.0216,86400
-124.14,40.78,982,3.4219,92800
-124.14,40.77,1407,2.9143,99600
-124.15,40.76,1388,3.375,100600
-124.15,40.78,829,3.3984,90000
-124.11,40.81,425,2.5536,96100
-124.13,40.78,1056,2.1101,86900
-124.13,40.8,1259,2.2478,81100
-124.13,40.79,1130,2.8833,83000
-124.13,40.79,855,3.5833,92800
-124.06,40.86,1891,3.2216,98100
-124.05,40.85,1005,3.5156,143000
-124.02,40.8,1198,3.9792,133900
-124.08,40.86,805,1.1157,150000
-124.09,40.86,794,1.1742,75000
-124.09,40.87,398,1.1576,87500
-124.07,40.87,796,2.2138,99200
-124.08,40.87,990,1.1479,101100
-124.09,40.88,420,2.2188,105800
-124.07,40.87,780,0.7684,153100
-124.15,40.88,1165,1.725,57500
-124.1,40.88,1581,2.0657,81100
-124.09,40.88,1052,1.5326,74100
-124.09,40.88,1353,2.4321,82100
-124.1,40.9,1948,2.7321,92600
-124.23,40.81,544,3.3462,50800
-124.06,40.88,1603,2.5667,139500
-123.74,40.66,983,3.0469,136000
-124.08,40.91,1381,1.6667,78800
-123.76,41.03,1058,2.0644,79800
-123.85,41.32,425,1.0486,36700
-123.72,41.09,1166,1.8208,50000
-123.63,41.11,1033,1.4911,59200
-123.66,41.3,686,1.8065,62700
-123.52,41.01,517,2.1542,83800
-124.08,41.36,509,2.0156,62800
-124.06,41.13,1384,2.4708,119400
-124.14,41.06,421,3.0208,143400
-124.1,41.04,890,1.9741,97900
-124.01,40.97,943,3.538,102700
-124,40.92,672,2.9485,98800
-124.01,40.89,811,2.4559,75600
-123.98,40.88,844,2.6923,84200
-123.88,40.93,519,3.2891,106300
-124.16,41.02,1060,2.1726,75500
-124.08,40.99,1554,2.6847,111300
-124.16,40.95,529,3.1406,96000
-124.11,40.95,866,2.96,81700
-124.09,40.95,1248,2.5893,99600
-124.11,40.93,1298,3.5076,73600
-124.11,40.93,948,2.7639,90200
-124.08,40.94,941,2.3147,70100
-124.09,40.92,1153,2.8182,126900
-124.05,40.94,516,5.0329,165600
-124.1,40.95,823,1.8993,78400
-124.07,40.81,1019,2.9911,119700
-124.02,40.72,1658,3.8095,119900
-124.1,40.73,334,3.9659,111800
-124.17,40.74,873,4.0357,128900
-124.14,40.72,1375,2.8446,100500
-124.14,40.67,320,4.2054,130600
-124.19,40.73,2907,3.5363,90100
-124.21,40.75,620,1.6528,58100
-124.27,40.69,1194,2.5179,79000
-124.18,40.62,480,3.0536,107000
-124.17,40.62,706,2.8958,86400
-124.13,40.62,910,2.5804,92100
-124.16,40.6,642,2.4519,85100
-124.15,40.59,539,2.0938,79600
-124.14,40.6,521,4.025,128100
-124.14,40.59,826,1.5625,66800
-124.14,40.59,1544,2.178,76800
-124.05,40.59,937,3.4408,95200
-124.09,40.55,1370,2.7644,97300
-123.96,40.57,883,2.3167,92600
-123.73,40.48,746,1.7153,77100
-124.14,40.58,891,2.6987,92500
-124.14,40.57,1314,2.1354,75100
-124.11,40.57,573,2.4896,74100
-124.13,40.55,240,3.25,94800
-124.1,40.5,996,2.2357,72300
-124.1,40.5,1300,1.7574,57500
-124.09,40.44,1041,2.3947,70500
-124.1,40.47,965,3.5345,55000
-124.03,40.45,443,2.6094,71300
-124.26,40.58,907,2.3571,111400
-124.23,40.54,1152,3.0806,106700
-124.35,40.54,806,3.0147,94600
-124.25,40.28,434,1.9417,76100
-124.08,40.06,393,2.625,135600
-124,40.22,816,1.319,70700
-123.84,40.28,1093,2.0962,74000
-123.68,40.24,917,1.725,54300
-123.82,40.16,1184,1.2227,76800
-123.82,40.12,1221,2.087,82400
-123.75,40.11,900,1.9625,101500
-123.78,40.05,899,2.1864,101900
-115.52,33.12,784,1.8793,60800
-115.52,33.13,1006,2.163,53400
-115.51,33.12,890,2.101,46700
-115.46,33.19,777,1,40000
-115.51,33.24,1069,1.6552,43300
-115.6,33.2,390,2.4511,72500
-115.73,33.09,258,2.9,87500
-115.62,33.04,745,2.0463,61200
-115.62,33.04,766,2.2969,62000
-115.6,33.04,152,3.3472,91700
-115.41,32.99,684,3.4038,107800
-115.59,32.96,473,3.1979,113500
-115.52,32.98,1307,1.4583,58600
-115.52,32.98,1244,2.2054,66400
-115.53,32.99,2082,1.7159,62200
-115.51,32.99,1104,1.9088,63700
-115.54,32.99,1148,1.5372,69400
-115.54,32.98,1121,1.9464,60600
-115.54,32.99,911,4.3523,96000
-115.55,32.98,1447,3.2593,80800
-115.54,32.97,1188,3.0091,70800
-115.53,32.97,933,2.4063,70700
-115.55,32.98,952,5.4349,143000
-115.56,32.96,1164,3.8177,107200
-115.53,32.97,1568,1.5217,60300
-115.52,32.97,1416,1.975,66400
-115.52,32.97,1376,1.9911,67500
-115.32,32.82,327,3.6528,100000
-115.39,32.76,481,6.2558,146300
-115.4,32.86,649,3.3182,113800
-115.37,32.81,866,2.3594,74300
-115.37,32.82,867,1.9375,80900
-115.37,32.82,1130,3.5735,71100
-115.38,32.82,1175,1.9939,65800
-115.38,32.81,950,1.8958,67500
-115.37,32.81,623,1.7604,68600
-115.57,32.85,825,3.2396,62300
-115.57,32.85,728,1.7411,63500
-115.57,32.84,804,1.9531,61100
-115.57,32.83,959,3.5282,67500
-115.59,32.85,862,4.875,90800
-115.6,32.87,1005,4.1293,83200
-115.49,32.87,457,3.3583,102800
-115.64,32.8,569,3.1667,125000
-115.69,32.79,1161,2.1792,55200
-115.73,32.8,206,2.2083,93800
-115.72,32.75,123,2.0938,87500
-115.64,32.75,198,1.625,112500
-115.58,32.81,458,4.475,96300
-115.55,32.82,1013,2.5664,67500
-115.58,32.81,533,3.6597,87500
-115.57,32.8,1595,1.7188,69900
-115.57,32.8,961,1.1853,72600
-115.57,32.8,1184,1.875,93800
-115.48,32.8,805,2.6172,88500
-115.52,32.77,1166,2.2417,79200
-115.53,32.73,1453,1.735,61200
-115.52,32.73,1113,2.3571,63100
-115.5,32.75,822,3.4107,142500
-115.55,32.8,580,2.1136,61000
-115.55,32.79,692,1.2083,53600
-115.54,32.79,733,1.6607,56100
-115.54,32.79,1370,1.275,60400
-115.55,32.79,697,1.6351,59600
-115.57,32.8,1066,4.5714,68600
-115.56,32.8,1193,2.1979,63900
-115.56,32.8,1335,1.5987,59400
-115.56,32.8,1024,1.3882,69400
-115.56,32.79,1377,1.3373,58300
-115.56,32.78,1627,3.2083,76200
-115.56,32.79,2283,1.1707,62500
-115.57,32.79,864,1.6667,68100
-115.56,32.78,1583,3.0603,70800
-115.56,32.78,615,4.6154,86200
-115.57,32.78,1135,5.128,99600
-115.56,32.78,848,3.1597,76200
-115.55,32.78,1767,2.8025,84300
-115.58,32.78,1416,5.7843,110100
-115.59,32.79,1000,6.3814,159900
-115.58,32.79,762,1.6635,64400
-115.57,32.79,621,3.6042,73600
-115.57,32.78,1173,4.0375,86400
